MACDStrategy_45_96,tickers,['ETHUSD'],initial equity,100000.0,frequency,60 min
2018-04-26 11:00:00,ETHUSD,SHORT,100,ARCA,632.73,63.273
2018-04-28 07:00:00,ETHUSD,LONG,100,ARCA,669.91,66.991
2018-05-01 06:00:00,ETHUSD,SHORT,100,ARCA,659.11,65.911
2018-05-03 05:00:00,ETHUSD,LONG,100,ARCA,712.48,71.248
2018-05-07 11:00:00,ETHUSD,SHORT,100,ARCA,730.95,73.09500000000001
2018-05-10 21:00:00,ETHUSD,LONG,100,ARCA,736.8,73.67999999999999
2018-05-11 12:00:00,ETHUSD,SHORT,100,ARCA,677.8,67.78
2018-05-14 12:00:00,ETHUSD,LONG,100,ARCA,703.82,70.382
2018-05-16 20:00:00,ETHUSD,SHORT,100,ARCA,694.94,69.49400000000001
2018-05-20 04:00:00,ETHUSD,LONG,100,ARCA,703.89,70.389
2018-05-22 16:00:00,ETHUSD,SHORT,100,ARCA,678.28,67.828
2018-05-30 22:00:00,ETHUSD,LONG,100,ARCA,551.02,55.102000000000004
2018-06-05 19:00:00,ETHUSD,SHORT,100,ARCA,606.97,60.697
2018-06-07 06:00:00,ETHUSD,LONG,100,ARCA,606.18,60.617999999999995
2018-06-09 06:00:00,ETHUSD,SHORT,100,ARCA,606.28,60.628
2018-06-16 00:00:00,ETHUSD,LONG,100,ARCA,487.54,48.754000000000005
2018-06-18 05:00:00,ETHUSD,SHORT,100,ARCA,493.6,49.36000000000001
2018-06-18 20:00:00,ETHUSD,LONG,100,ARCA,519.1,51.910000000000004
2018-06-22 13:00:00,ETHUSD,SHORT,100,ARCA,467.91,46.791000000000004
2018-06-30 23:00:00,ETHUSD,LONG,100,ARCA,453.85,45.385000000000005
2018-07-06 10:00:00,ETHUSD,SHORT,100,ARCA,461.69,46.169000000000004
2018-07-08 03:00:00,ETHUSD,LONG,100,ARCA,483.06,48.306000000000004
2018-07-10 13:00:00,ETHUSD,SHORT,100,ARCA,440.0,44.0
2018-07-15 15:00:00,ETHUSD,LONG,100,ARCA,453.3,45.330000000000005
2018-07-20 03:00:00,ETHUSD,SHORT,100,ARCA,466.27,46.627
2018-07-23 05:00:00,ETHUSD,LONG,100,ARCA,466.55,46.655
2018-07-27 20:00:00,ETHUSD,SHORT,100,ARCA,467.5,46.75
